domain,agent_1,utility_1,agent_2,utility_2,nash,social_welfare,result,nash_distance,pareto_distance
domain04,AlphaBIU,0.920474341,TheDiceHaggler2021,0.638563806,0.587781599,1.559038147,agreement,0.332801366,0.091552455
domain04,AlphaBIU,0.991040606,AortaBoa,0.707534299,0.70119522,1.698574905,agreement,0.271442841,0.025253321
domain04,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.342632705,1.211508008
domain04,AlphaBIU,0.941478135,GamblerAgent,0.858926254,0.808660288,1.800404389,agreement,0.11331126,1.57E-16
domain04,AlphaBIU,0.981865936,AgentFO,0.849664388,0.834256519,1.831530324,agreement,0.133460146,1.11E-16
domain05,AlphaBIU,0.985282678,MatrixAlienAgent,0.506712315,0.499254867,1.491994993,agreement,0.502221155,1.11E-16
domain05,AlphaBIU,1,TripleAgent,0.491930325,0.491930325,1.491930325,agreement,0.522621634,1.11E-16
domain05,AlphaBIU,0,TheDiceHaggler2021,0,0,0,failed,1.172830062,0.882208648
domain05,AlphaBIU,0,AortaBoa,0,0,0,failed,1.172830062,0.882208648
domain05,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.172830062,0.882208648
domain05,AlphaBIU,0,GamblerAgent,0,0,0,failed,1.172830062,0.882208648
domain05,AlphaBIU,1,AgentFO,0.491930325,0.491930325,1.491930325,agreement,0.522621634,1.11E-16
domain06,AlphaBIU,0.876569313,MatrixAlienAgent,0.925684693,0.811426795,1.802254006,agreement,0.165023901,1.11E-16
domain06,AlphaBIU,0.912433246,TripleAgent,0.859126956,0.783895997,1.771560202,agreement,0.09754444,1.57E-16
domain06,AlphaBIU,0.876569313,TheDiceHaggler2021,0.925684693,0.811426795,1.802254006,agreement,0.165023901,1.11E-16
domain06,AlphaBIU,1,AortaBoa,0.816150436,0.816150436,1.816150436,agreement,1.11E-16,1.11E-16
domain06,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.290775555,1.083212927
domain06,AlphaBIU,1,GamblerAgent,0.816150436,0.816150436,1.816150436,agreement,1.11E-16,1.11E-16
domain06,AlphaBIU,1,AgentFO,0.816150436,0.816150436,1.816150436,agreement,1.11E-16,1.11E-16
domain07,AlphaBIU,0.821745853,MatrixAlienAgent,0.674248377,0.554060808,1.49599423,agreement,0.040274439,1.57E-16
domain07,AlphaBIU,0.86108252,TripleAgent,0.665607945,0.573143366,1.526690465,agreement,1.57E-16,1.57E-16
domain07,AlphaBIU,0.921582375,TheDiceHaggler2021,0.481241414,0.443503605,1.402823789,agreement,0.194039301,0.049019787
domain07,AlphaBIU,0,AortaBoa,0,0,0,failed,1.088346012,0.931531234
domain07,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.088346012,0.931531234
domain07,AlphaBIU,1,GamblerAgent,0.360840066,0.360840066,1.360840066,agreement,0.334935108,0
domain07,AlphaBIU,0.927429792,AgentFO,0.557008605,0.516586375,1.484438397,agreement,0.127262631,0.02609741
domain08,AlphaBIU,0.821842325,MatrixAlienAgent,0.912755476,0.750141083,1.734597802,agreement,1.11E-16,1.11E-16
domain08,AlphaBIU,0.830425454,TripleAgent,0.670039304,0.556417693,1.500464758,agreement,0.242867887,1.11E-16
domain08,AlphaBIU,0.922555041,TheDiceHaggler2021,0.094841168,0.087496198,1.017396209,agreement,0.82409154,0.07744506
domain08,AlphaBIU,0,AortaBoa,0,0,0,failed,1.228229363,0.986022452
domain08,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.228229363,0.986022452
domain08,AlphaBIU,0.826377128,GamblerAgent,0.713070545,0.589265189,1.539447673,agreement,0.199736417,1.11E-16
domain08,AlphaBIU,0.91035691,AgentFO,0.442424138,0.402763871,1.352781048,agreement,0.478587923,0.028903444
domain09,AlphaBIU,0,MatrixAlienAgent,0,0,0,failed,0.990040702,0.826876812
domain09,AlphaBIU,1,TripleAgent,0.064070719,0.064070719,1.064070719,agreement,0.818288912,1.39E-17
domain09,AlphaBIU,0.957772477,TheDiceHaggler2021,0.077269729,0.074006819,1.035042205,agreement,0.787041019,0.04424226
domain09,AlphaBIU,0,AortaBoa,0,0,0,failed,0.990040702,0.826876812
domain09,AlphaBIU,0,POMPFANAgent,0,0,0,failed,0.990040702,0.826876812
domain09,AlphaBIU,1,GamblerAgent,0.064070719,0.064070719,1.064070719,agreement,0.818288912,1.39E-17
domain09,AlphaBIU,0.834945014,AgentFO,0.403506904,0.336906077,1.238451917,agreement,0.441657099,5.55E-17
domain10,AlphaBIU,0.871228275,MatrixAlienAgent,0.865623788,0.75415592,1.736852063,agreement,0.09053621,0.049941371
domain10,AlphaBIU,0.914040516,TripleAgent,0.902102048,0.824557821,1.816142564,agreement,0.072255562,0
domain10,AlphaBIU,0.943579884,TheDiceHaggler2021,0.574883699,0.542448694,1.518463583,agreement,0.388952089,0.073524358
domain10,AlphaBIU,0,AortaBoa,0,0,0,failed,1.28987013,1.143263367
domain10,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.28987013,1.143263367
domain10,AlphaBIU,0.914040516,GamblerAgent,0.902102048,0.824557821,1.816142564,agreement,0.072255562,0
domain10,AlphaBIU,0.914040516,AgentFO,0.902102048,0.824557821,1.816142564,agreement,0.072255562,0
domain11,AlphaBIU,0.877587422,MatrixAlienAgent,0.85738457,0.752429914,1.734971992,agreement,0.069491775,0.049654191
domain11,AlphaBIU,0.934249901,TripleAgent,0.876344282,0.818724558,1.810594182,agreement,0.014093415,1.57E-16
domain11,AlphaBIU,0.946139089,TheDiceHaggler2021,0.868776484,0.821983391,1.814915573,agreement,1.11E-16,1.11E-16
domain11,AlphaBIU,1,AortaBoa,0.818744912,0.818744912,1.818744912,agreement,0.073512965,0
domain11,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.284504479,1.058577347
domain11,AlphaBIU,0.988110812,GamblerAgent,0.826312709,0.816488522,1.814423521,agreement,0.059705927,1.11E-16
domain11,AlphaBIU,1,AgentFO,0.818744912,0.818744912,1.818744912,agreement,0.073512965,0
domain12,AlphaBIU,0.904924883,MatrixAlienAgent,0.866205735,0.783851123,1.771130618,agreement,1.11E-16,1.11E-16
domain12,AlphaBIU,0.904924883,TripleAgent,0.866205735,0.783851123,1.771130618,agreement,1.11E-16,1.11E-16
domain12,AlphaBIU,0.920205304,TheDiceHaggler2021,0.381887066,0.351414504,1.30209237,agreement,0.48455966,0.08858199
domain12,AlphaBIU,0,AortaBoa,0,0,0,failed,1.2526777,1.072048316
domain12,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.2526777,1.072048316
domain12,AlphaBIU,0.904924883,GamblerAgent,0.866205735,0.783851123,1.771130618,agreement,1.11E-16,1.11E-16
domain12,AlphaBIU,0.950721674,AgentFO,0.755732745,0.718491501,1.706454419,agreement,0.119589413,0
domain13,AlphaBIU,0,MatrixAlienAgent,0,0,0,failed,0.963727928,0.835534659
domain13,AlphaBIU,1,TripleAgent,0.28651869,0.28651869,1.28651869,agreement,0.416022763,5.55E-17
domain13,AlphaBIU,0.949838284,TheDiceHaggler2021,0.147394167,0.140000623,1.097232452,agreement,0.510107785,0.147891279
domain13,AlphaBIU,0,AortaBoa,0,0,0,failed,0.963727928,0.835534659
domain13,AlphaBIU,0,POMPFANAgent,0,0,0,failed,0.963727928,0.835534659
domain13,AlphaBIU,0,GamblerAgent,0,0,0,failed,0.963727928,0.835534659
domain13,AlphaBIU,0.900625504,AgentFO,0.380302746,0.342510352,1.28092825,agreement,0.281615808,0
domain14,AlphaBIU,0.894669828,MatrixAlienAgent,0.670145635,0.59955908,1.564815463,agreement,0.182053898,1.11E-16
domain14,AlphaBIU,0.894669828,TripleAgent,0.670145635,0.59955908,1.564815463,agreement,0.182053898,1.11E-16
domain14,AlphaBIU,1,TheDiceHaggler2021,0.475508595,0.475508595,1.475508595,agreement,0.401716398,1.11E-16
domain14,AlphaBIU,0.962407085,AortaBoa,0.150050372,0.144409541,1.112457457,agreement,0.686452637,0.327622164
domain14,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.126278313,1.098959536
domain14,AlphaBIU,0.780520057,GamblerAgent,0.811967536,0.633756947,1.592487593,agreement,1.11E-16,1.11E-16
domain14,AlphaBIU,0.947705314,AgentFO,0.474510354,0.449695984,1.422215668,agreement,0.376600929,0.052304213
domain15,AlphaBIU,0.798952016,MatrixAlienAgent,0.409846688,0.327447838,1.208798704,agreement,0.258490142,0.06017199
domain15,AlphaBIU,1,TripleAgent,0.147845339,0.147845339,1.147845339,agreement,0.588598522,0
domain15,AlphaBIU,0.938344441,TheDiceHaggler2021,0.188794475,0.177154246,1.127138916,agreement,0.519673981,0.06017199
domain15,AlphaBIU,0,AortaBoa,0,0,0,failed,0.900007407,0.86306875
domain15,AlphaBIU,0,POMPFANAgent,0,0,0,failed,0.900007407,0.86306875
domain15,AlphaBIU,0,GamblerAgent,0,0,0,failed,0.900007407,0.86306875
domain15,AlphaBIU,0.860607575,AgentFO,0.368897552,0.317476028,1.229505127,agreement,0.328499463,1.24E-16
domain16,AlphaBIU,0.768774016,MatrixAlienAgent,0.744273579,0.572178188,1.513047595,agreement,0.111971785,0
domain16,AlphaBIU,0.886629912,TripleAgent,0.626607088,0.555568587,1.513237,agreement,0.267419283,1.57E-16
domain16,AlphaBIU,0.898396716,TheDiceHaggler2021,0.428680319,0.385124991,1.327077035,agreement,0.451762932,0.089107823
domain16,AlphaBIU,0,AortaBoa,0,0,0,failed,1.133558577,1.011251082
domain16,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.133558577,1.011251082
domain16,AlphaBIU,0.745613671,GamblerAgent,0.853823929,0.636622794,1.5994376,agreement,1.11E-16,1.11E-16
domain16,AlphaBIU,0.886629912,AgentFO,0.626607088,0.555568587,1.513237,agreement,0.267419283,1.57E-16
domain17,AlphaBIU,0.836182175,MatrixAlienAgent,0.832389487,0.696029252,1.668571662,agreement,0.155703994,1.11E-16
domain17,AlphaBIU,0.970529798,TripleAgent,0.762102785,0.739643462,1.732632583,agreement,0.004495848,1.11E-16
domain17,AlphaBIU,0.980635102,TheDiceHaggler2021,0.71929063,0.70536164,1.699925732,agreement,0.042987364,0
domain17,AlphaBIU,0.968854985,AortaBoa,0.706587092,0.684580426,1.675442077,agreement,0.055665406,0.017324867
domain17,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.237406,1.011108014
domain17,AlphaBIU,0.831690468,GamblerAgent,0.832582386,0.692450834,1.664272854,agreement,0.159807348,0
domain17,AlphaBIU,0.975021505,AgentFO,0.761909886,0.742878524,1.736931391,agreement,1.57E-16,1.57E-16
domain18,AlphaBIU,0.937071594,MatrixAlienAgent,0.767882118,0.71956052,1.704953712,agreement,0.06807476,1.11E-16
domain18,AlphaBIU,0.937071594,TripleAgent,0.767882118,0.71956052,1.704953712,agreement,0.06807476,1.11E-16
domain18,AlphaBIU,0.803594847,TheDiceHaggler2021,0.651785819,0.523771726,1.455380666,agreement,0.216098609,0.176902212
domain18,AlphaBIU,1,AortaBoa,0.741916973,0.741916973,1.741916973,agreement,0,0
domain18,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.245166974,1.115596978
domain18,AlphaBIU,1,GamblerAgent,0.741916973,0.741916973,1.741916973,agreement,0,0
domain18,AlphaBIU,0.937071594,AgentFO,0.767882118,0.71956052,1.704953712,agreement,0.06807476,1.11E-16
domain19,AlphaBIU,0.857972974,MatrixAlienAgent,0.922647557,0.791606668,1.780620531,agreement,0.090810101,0
domain19,AlphaBIU,0.941614709,TripleAgent,0.887284658,0.835480285,1.828899367,agreement,1.57E-16,1.57E-16
domain19,AlphaBIU,0.959242192,TheDiceHaggler2021,0.516856575,0.495790634,1.476098767,agreement,0.370847263,0.101051937
domain19,AlphaBIU,0,AortaBoa,0,0,0,failed,1.293797636,1.086326759
domain19,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.293797636,1.086326759
domain19,AlphaBIU,0.941614709,GamblerAgent,0.887284658,0.835480285,1.828899367,agreement,1.57E-16,1.57E-16
domain19,AlphaBIU,0.963240398,AgentFO,0.823270577,0.793007478,1.786510975,agreement,0.067568284,1.11E-16
domain20,AlphaBIU,0.796540103,MatrixAlienAgent,0.914868433,0.728729396,1.711408536,agreement,1.11E-16,1.11E-16
domain20,AlphaBIU,0.796540103,TripleAgent,0.914868433,0.728729396,1.711408536,agreement,1.11E-16,1.11E-16
domain20,AlphaBIU,0,TheDiceHaggler2021,0,0,0,failed,1.213037668,0.883439178
domain20,AlphaBIU,0,AortaBoa,0,0,0,failed,1.213037668,0.883439178
domain20,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.213037668,0.883439178
domain20,AlphaBIU,0.796540103,GamblerAgent,0.914868433,0.728729396,1.711408536,agreement,1.11E-16,1.11E-16
domain20,AlphaBIU,0.85283178,AgentFO,0.230527083,0.196600822,1.083358863,agreement,0.686652631,0
domain21,AlphaBIU,0.908633012,MatrixAlienAgent,0.923589006,0.83920346,1.832222017,agreement,0,0
domain21,AlphaBIU,0.945234728,TripleAgent,0.860565881,0.813436757,1.805800609,agreement,0.072880723,1.57E-16
domain21,AlphaBIU,0.956489931,TheDiceHaggler2021,0.255678921,0.244554313,1.212168851,agreement,0.669622406,0.57128536
domain21,AlphaBIU,1,AortaBoa,0.825304971,0.825304971,1.825304971,agreement,0.13419269,0
domain21,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.295619775,1.011398896
domain21,AlphaBIU,0.945234728,GamblerAgent,0.860565881,0.813436757,1.805800609,agreement,0.072880723,1.57E-16
domain21,AlphaBIU,1,AgentFO,0.825304971,0.825304971,1.825304971,agreement,0.13419269,0
domain22,AlphaBIU,0.889203264,MatrixAlienAgent,0.769774466,0.684485967,1.65897773,agreement,1.11E-16,1.11E-16
domain22,AlphaBIU,0.889203264,TripleAgent,0.769774466,0.684485967,1.65897773,agreement,1.11E-16,1.11E-16
domain22,AlphaBIU,0.928589516,TheDiceHaggler2021,0.257801702,0.239391958,1.186391218,agreement,0.513485528,0.071439049
domain22,AlphaBIU,0,AortaBoa,0,0,0,failed,1.176110187,0.945043265
domain22,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.176110187,0.945043265
domain22,AlphaBIU,0.767717529,GamblerAgent,0.806276624,0.618992697,1.573994153,agreement,0.126851059,1.57E-16
domain22,AlphaBIU,0.957272208,AgentFO,0.656919051,0.628850351,1.614191259,agreement,0.131794256,1.11E-16
domain23,AlphaBIU,0.911157702,MatrixAlienAgent,0.606762472,0.5528563,1.517920174,agreement,0.042388976,0.042388976
domain23,AlphaBIU,0.872061821,TripleAgent,0.666150994,0.580924849,1.538212815,agreement,0.056955288,1.11E-16
domain23,AlphaBIU,0.958309446,TheDiceHaggler2021,0.192769214,0.184732558,1.151078659,agreement,0.455037802,0.051854901
domain23,AlphaBIU,0,AortaBoa,0,0,0,failed,1.129070475,0.933039708
domain23,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.129070475,0.933039708
domain23,AlphaBIU,0,GamblerAgent,0,0,0,failed,1.129070475,0.933039708
domain23,AlphaBIU,0.911157702,AgentFO,0.606762472,0.5528563,1.517920174,agreement,0.042388976,0.042388976
domain24,AlphaBIU,0.792985113,MatrixAlienAgent,0.893726272,0.708711629,1.686711385,agreement,0.130617163,1.11E-16
domain24,AlphaBIU,0.909669582,TripleAgent,0.835027227,0.759598869,1.744696809,agreement,1.11E-16,1.11E-16
domain24,AlphaBIU,0.937924056,TheDiceHaggler2021,0.469713047,0.440555166,1.407637103,agreement,0.366405193,0.199202877
domain24,AlphaBIU,0,AortaBoa,0,0,0,failed,1.234815459,1.144705149
domain24,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.234815459,1.144705149
domain24,AlphaBIU,1,GamblerAgent,0.660839117,0.660839117,1.660839117,agreement,0.196216926,0
domain24,AlphaBIU,1,AgentFO,0.660839117,0.660839117,1.660839117,agreement,0.196216926,0
domain25,AlphaBIU,0.86811765,MatrixAlienAgent,0.934146847,0.810949365,1.802264497,agreement,0.081200215,0.016792931
domain25,AlphaBIU,0.944315184,TripleAgent,0.903075168,0.852787593,1.847390352,agreement,0.016792931,0.016792931
domain25,AlphaBIU,0.911220064,TheDiceHaggler2021,0.149846618,0.136543244,1.061066681,agreement,0.770494239,0.048794664
domain25,AlphaBIU,0.851973686,AortaBoa,0.097432032,0.083009528,0.949405719,agreement,0.827618746,0.127727276
domain25,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.320635362,0.967531723
domain25,AlphaBIU,0.947979243,GamblerAgent,0.919463493,0.871632306,1.867442736,agreement,1.11E-16,1.11E-16
domain25,AlphaBIU,0.947979243,AgentFO,0.919463493,0.871632306,1.867442736,agreement,1.11E-16,1.11E-16
domain26,AlphaBIU,0.776370341,MatrixAlienAgent,0.679249891,0.527349469,1.455620232,agreement,1.11E-16,1.11E-16
domain26,AlphaBIU,1,TripleAgent,0.43341963,0.43341963,1.43341963,agreement,0.332329267,0
domain26,AlphaBIU,0.950109697,TheDiceHaggler2021,0.345860645,0.328605553,1.295970342,agreement,0.375943816,0.100775087
domain26,AlphaBIU,0,AortaBoa,0,0,0,failed,1.03156741,0.902282697
domain26,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.03156741,0.902282697
domain26,AlphaBIU,0.776370341,GamblerAgent,0.679249891,0.527349469,1.455620232,agreement,1.11E-16,1.11E-16
domain26,AlphaBIU,1,AgentFO,0.43341963,0.43341963,1.43341963,agreement,0.332329267,0
domain27,AlphaBIU,0.800037079,MatrixAlienAgent,0.729042241,0.583260825,1.529079321,agreement,0.272873306,1.11E-16
domain27,AlphaBIU,0.800037079,TripleAgent,0.729042241,0.583260825,1.529079321,agreement,0.272873306,1.11E-16
domain27,AlphaBIU,1,TheDiceHaggler2021,0.117032675,0.117032675,1.117032675,agreement,0.916676446,0
domain27,AlphaBIU,0,AortaBoa,0,0,0,failed,1.215254374,0.992246882
domain27,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.215254374,0.992246882
domain27,AlphaBIU,0.791163506,GamblerAgent,0.671701746,0.531425909,1.462865253,agreement,0.325192479,0.058023036
domain27,AlphaBIU,0.918503858,AgentFO,0.431847743,0.396653818,1.350351601,agreement,0.59268074,5.55E-17
domain28,AlphaBIU,0.924139305,MatrixAlienAgent,0.571541659,0.528184112,1.495680964,agreement,0.228623098,2.22E-16
domain28,AlphaBIU,0.913592738,TripleAgent,0.586263013,0.535605632,1.499855751,agreement,0.21076392,2.48E-16
domain28,AlphaBIU,0.913592738,TheDiceHaggler2021,0.586263013,0.535605632,1.499855751,agreement,0.21076392,2.48E-16
domain28,AlphaBIU,0,AortaBoa,0,0,0,failed,1.058728915,0.981449107
domain28,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.058728915,0.981449107
domain28,AlphaBIU,0,GamblerAgent,0,0,0,failed,1.058728915,0.981449107
domain28,AlphaBIU,0.880009596,AgentFO,0.565145248,0.497333242,1.445154844,agreement,0.205238217,0.03967099
domain29,AlphaBIU,0.768180196,MatrixAlienAgent,0.967316145,0.743073105,1.73549634,agreement,1.11E-16,1.11E-16
domain29,AlphaBIU,0.84014585,TripleAgent,0.80232693,0.67407164,1.64247278,agreement,0.180001379,0
domain29,AlphaBIU,0.925749313,TheDiceHaggler2021,0.448486847,0.415186391,1.37423616,agreement,0.542228611,0.018835717
domain29,AlphaBIU,0,AortaBoa,0,0,0,failed,1.235233313,1.038993802
domain29,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.235233313,1.038993802
domain29,AlphaBIU,0.764708807,GamblerAgent,0.850455345,0.650350692,1.615164152,agreement,0.116912348,0.018755281
domain29,AlphaBIU,0.900685222,AgentFO,0.627211968,0.56492055,1.52789719,agreement,0.365004703,2.22E-16
domain30,AlphaBIU,0.821904531,MatrixAlienAgent,0.713542512,0.586463823,1.535447043,agreement,0.284649237,2.48E-16
domain30,AlphaBIU,0.821904531,TripleAgent,0.713542512,0.586463823,1.535447043,agreement,0.284649237,2.48E-16
domain30,AlphaBIU,0.979145701,TheDiceHaggler2021,0.337318348,0.33028381,1.316464049,agreement,0.691258024,1.24E-16
domain30,AlphaBIU,0,AortaBoa,0,0,0,failed,1.178929188,1.017404292
domain30,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.178929188,1.017404292
domain30,AlphaBIU,0.77270949,GamblerAgent,0.824953205,0.63744917,1.597662695,agreement,0.163865326,1.11E-16
domain30,AlphaBIU,0.888264167,AgentFO,0.452953039,0.402341954,1.341217206,agreement,0.548750278,0.022124514
domain31,AlphaBIU,0,MatrixAlienAgent,0,0,0,failed,1.043303537,0.929977576
domain31,AlphaBIU,1,TripleAgent,0.294411533,0.294411533,1.294411533,agreement,0.535172391,0
domain31,AlphaBIU,0.944264125,TheDiceHaggler2021,0.229927894,0.217112661,1.174192018,agreement,0.567303257,0.085232785
domain31,AlphaBIU,0,AortaBoa,0,0,0,failed,1.043303537,0.929977576
domain31,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.043303537,0.929977576
domain31,AlphaBIU,0,GamblerAgent,0,0,0,failed,1.043303537,0.929977576
domain31,AlphaBIU,0.851809829,AgentFO,0.379400484,0.323177061,1.231210312,agreement,0.394515011,1.11E-16
domain32,AlphaBIU,0.950663518,MatrixAlienAgent,0.897879214,0.853581012,1.848542732,agreement,1.57E-16,1.57E-16
domain32,AlphaBIU,0.950663518,TripleAgent,0.897879214,0.853581012,1.848542732,agreement,1.57E-16,1.57E-16
domain32,AlphaBIU,0.950663518,TheDiceHaggler2021,0.897879214,0.853581012,1.848542732,agreement,1.57E-16,1.57E-16
domain32,AlphaBIU,0.950663518,AortaBoa,0.897879214,0.853581012,1.848542732,agreement,1.57E-16,1.57E-16
domain32,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.307649879,1.163048584
domain32,AlphaBIU,0.950663518,GamblerAgent,0.897879214,0.853581012,1.848542732,agreement,1.57E-16,1.57E-16
domain32,AlphaBIU,0.950663518,AgentFO,0.897879214,0.853581012,1.848542732,agreement,1.57E-16,1.57E-16
domain33,AlphaBIU,0.953058293,MatrixAlienAgent,0.958321669,0.913336414,1.911379962,agreement,1.11E-16,1.11E-16
domain33,AlphaBIU,0.953058293,TripleAgent,0.958321669,0.913336414,1.911379962,agreement,1.11E-16,1.11E-16
domain33,AlphaBIU,0.953058293,TheDiceHaggler2021,0.958321669,0.913336414,1.911379962,agreement,1.11E-16,1.11E-16
domain33,AlphaBIU,0,AortaBoa,0,0,0,failed,1.351554857,1.117988663
domain33,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.351554857,1.117988663
domain33,AlphaBIU,0.953058293,GamblerAgent,0.958321669,0.913336414,1.911379962,agreement,1.11E-16,1.11E-16
domain33,AlphaBIU,0.958227604,AgentFO,0.909313346,0.871329149,1.86754095,agreement,0.049280194,0
domain34,AlphaBIU,0.819168347,MatrixAlienAgent,0.599154978,0.490808792,1.418323324,agreement,0.33978824,1.11E-16
domain34,AlphaBIU,0.913240797,TripleAgent,0.143244001,0.130816266,1.056484798,agreement,0.800679936,0.087774438
domain34,AlphaBIU,0.96457161,TheDiceHaggler2021,0.169507531,0.163502152,1.134079141,agreement,0.79251027,0.037721734
domain34,AlphaBIU,0,AortaBoa,0,0,0,failed,1.135729355,0.959812049
domain34,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.135729355,0.959812049
domain34,AlphaBIU,0,GamblerAgent,0,0,0,failed,1.135729355,0.959812049
domain34,AlphaBIU,0.96566355,AgentFO,0.364130605,0.351627653,1.329794155,agreement,0.615303535,1.11E-16
domain35,AlphaBIU,0,MatrixAlienAgent,0,0,0,failed,1.055819127,0.819362274
domain35,AlphaBIU,1,TripleAgent,0.164422187,0.164422187,1.164422187,agreement,0.803738511,0
domain35,AlphaBIU,0.960298033,TheDiceHaggler2021,0.192425701,0.184786022,1.152723734,agreement,0.76014567,0.025869362
domain35,AlphaBIU,0,AortaBoa,0,0,0,failed,1.055819127,0.819362274
domain35,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.055819127,0.819362274
domain35,AlphaBIU,0,GamblerAgent,0,0,0,failed,1.055819127,0.819362274
domain35,AlphaBIU,0.964723982,AgentFO,0.391454338,0.377645388,1.35617832,agreement,0.594095496,5.55E-17
domain36,AlphaBIU,0.874496473,MatrixAlienAgent,0.758213341,0.663054893,1.632709814,agreement,0.226092719,0
domain36,AlphaBIU,0.874496473,TripleAgent,0.758213341,0.663054893,1.632709814,agreement,0.226092719,0
domain36,AlphaBIU,0.971187746,TheDiceHaggler2021,0.458152174,0.444951777,1.42933992,agreement,0.540648733,0.046021841
domain36,AlphaBIU,0,AortaBoa,0,0,0,failed,1.282284591,1.09702161
domain36,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.282284591,1.09702161
domain36,AlphaBIU,0.858025712,GamblerAgent,0.930850032,0.798693262,1.788875744,agreement,0.057264609,1.11E-16
domain36,AlphaBIU,0.905618094,AgentFO,0.621234168,0.562600903,1.526852262,agreement,0.366553394,1.11E-16
domain37,AlphaBIU,0.884668194,MatrixAlienAgent,0.549700587,0.486302626,1.434368781,agreement,0.414279939,1.11E-16
domain37,AlphaBIU,1,TripleAgent,0.334141308,0.334141308,1.334141308,agreement,0.658576591,5.55E-17
domain37,AlphaBIU,0.880428557,TheDiceHaggler2021,0.392403309,0.345483079,1.272831866,agreement,0.553553554,0.108685047
domain37,AlphaBIU,0,AortaBoa,0,0,0,failed,1.127338302,0.90810982
domain37,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.127338302,0.90810982
domain37,AlphaBIU,0,GamblerAgent,0,0,0,failed,1.127338302,0.90810982
domain37,AlphaBIU,0.882833862,AgentFO,0.545287275,0.481398071,1.428121137,agreement,0.417142818,0.004779341
domain38,AlphaBIU,0.86825174,MatrixAlienAgent,0.523585279,0.454603829,1.391837019,agreement,0,0
domain38,AlphaBIU,0.779458796,TripleAgent,0.14236542,0.110967979,0.921824216,agreement,0.391424026,0.207733423
domain38,AlphaBIU,0.960337974,TheDiceHaggler2021,0.244521664,0.234823439,1.204859638,agreement,0.293864554,0
domain38,AlphaBIU,0,AortaBoa,0,0,0,failed,1.013904644,0.641664307
domain38,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.013904644,0.641664307
domain38,AlphaBIU,0,GamblerAgent,0,0,0,failed,1.013904644,0.641664307
domain38,AlphaBIU,0.875989009,AgentFO,0.495349932,0.433921096,1.371338941,agreement,0.029276273,5.55E-17
domain39,AlphaBIU,0.803274409,MatrixAlienAgent,0.583674838,0.46885106,1.386949247,agreement,0.197277799,0
domain39,AlphaBIU,0.803274409,TripleAgent,0.583674838,0.46885106,1.386949247,agreement,0.197277799,0
domain39,AlphaBIU,1,TheDiceHaggler2021,0.388129112,0.388129112,1.388129112,agreement,0.47382735,5.55E-17
domain39,AlphaBIU,0,AortaBoa,0,0,0,failed,1.004566125,0.905514377
domain39,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.004566125,0.905514377
domain39,AlphaBIU,0,GamblerAgent,0,0,0,failed,1.004566125,0.905514377
domain39,AlphaBIU,0.966906356,AgentFO,0.445824752,0.431070786,1.412731108,agreement,0.409137912,0
domain40,AlphaBIU,0.777652421,MatrixAlienAgent,0.884720731,0.688005218,1.662373152,agreement,0.077305277,1.11E-16
domain40,AlphaBIU,0.899405031,TripleAgent,0.775182165,0.697202739,1.674587195,agreement,0.091039451,1.57E-16
domain40,AlphaBIU,0.995750375,TheDiceHaggler2021,0.415882899,0.414115552,1.411633273,agreement,0.458284836,0.005079511
domain40,AlphaBIU,0,AortaBoa,0,0,0,failed,1.198805358,1.084103633
domain40,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.198805358,1.084103633
